rms,state,timestamp
1.4439428061527504,States.OFF,2021-01-01 00:00:00
1.5227255797219257,States.OFF,2021-01-01 00:00:10
1.9879219679529505,States.OFF,2021-01-01 00:00:20
1.5997319407789607,States.OFF,2021-01-01 00:00:30
1.3150292336751765,States.OFF,2021-01-01 00:00:40
1.6716199931580724,States.OFF,2021-01-01 00:00:50
0.7385252027311564,States.OFF,2021-01-01 00:01:00
0.7241050049669746,States.OFF,2021-01-01 00:01:10
1.0864446452413237,States.OFF,2021-01-01 00:01:20
0.1888362716258023,States.OFF,2021-01-01 00:01:30
1.1919885319507735,States.OFF,2021-01-01 00:01:40
1.2487330176632643,States.OFF,2021-01-01 00:01:50
1.1173233195234877,States.OFF,2021-01-01 00:02:00
0.7249980220421779,States.OFF,2021-01-01 00:02:10
0.358130063568894,States.OFF,2021-01-01 00:02:20
1.1435314843650224,States.OFF,2021-01-01 00:02:30
0.9053007620921139,States.OFF,2021-01-01 00:02:40
0.24594028304652515,States.OFF,2021-01-01 00:02:50
0.14928927829307526,States.OFF,2021-01-01 00:03:00
0.41058602517917997,States.OFF,2021-01-01 00:03:10
1.072308811312373,States.OFF,2021-01-01 00:03:20
1.0822905718143254,States.OFF,2021-01-01 00:03:30
0.09522990949406984,States.OFF,2021-01-01 00:03:40
0.3080180391953915,States.OFF,2021-01-01 00:03:50
0.18852694942904025,States.OFF,2021-01-01 00:04:00
0.70682524707611,States.OFF,2021-01-01 00:04:10
0.39856755327384086,States.OFF,2021-01-01 00:04:20
0.5159646663796646,States.OFF,2021-01-01 00:04:30
1.7080540444582641,States.OFF,2021-01-01 00:04:40
0.48157294061072364,States.OFF,2021-01-01 00:04:50
0.2592323507075247,States.OFF,2021-01-01 00:05:00
0.5625837860416358,States.OFF,2021-01-01 00:05:10
1.4109889937478077,States.OFF,2021-01-01 00:05:20
0.8416639907914938,States.OFF,2021-01-01 00:05:30
1.3528477230645206,States.OFF,2021-01-01 00:05:40
1.726013880834297,States.OFF,2021-01-01 00:05:50
1.3995657833483062,States.OFF,2021-01-01 00:06:00
0.9942817118062002,States.OFF,2021-01-01 00:06:10
1.1016754598866034,States.OFF,2021-01-01 00:06:20
1.0565563633520227,States.OFF,2021-01-01 00:06:30
0.35158526170533766,States.OFF,2021-01-01 00:06:40
1.0473079786036341,States.OFF,2021-01-01 00:06:50
1.2612132116559145,States.OFF,2021-01-01 00:07:00
1.873358597624339,States.OFF,2021-01-01 00:07:10
1.6905406694935394,States.OFF,2021-01-01 00:07:20
0.1981647910949409,States.OFF,2021-01-01 00:07:30
0.3596051752522469,States.OFF,2021-01-01 00:07:40
0.7510592479943712,States.OFF,2021-01-01 00:07:50
0.8239232229413027,States.OFF,2021-01-01 00:08:00
0.22839473185763426,States.OFF,2021-01-01 00:08:10
1.9635263081696734,States.OFF,2021-01-01 00:08:20
0.6380843055220795,States.OFF,2021-01-01 00:08:30
0.8059067274048921,States.OFF,2021-01-01 00:08:40
1.9376810135965385,States.OFF,2021-01-01 00:08:50
0.20444705624004378,States.OFF,2021-01-01 00:09:00
0.6218432846201476,States.OFF,2021-01-01 00:09:10
1.6962825032800681,States.OFF,2021-01-01 00:09:20
243.50160539374005,States.IDLE,2021-01-01 00:09:30
240.42328443977502,States.IDLE,2021-01-01 00:09:40
337.337596704254,States.IDLE,2021-01-01 00:09:50
386.4812194479945,States.IDLE,2021-01-01 00:10:00
278.46511219078087,States.IDLE,2021-01-01 00:10:10
283.06835649520207,States.IDLE,2021-01-01 00:10:20
194.04085350566697,States.IDLE,2021-01-01 00:10:30
339.60787687362165,States.IDLE,2021-01-01 00:10:40
244.18528344963104,States.IDLE,2021-01-01 00:10:50
285.45119016108,States.IDLE,2021-01-01 00:11:00
516.2838853140222,States.ACTIVE,2021-01-01 00:11:10
572.7013876248201,States.ACTIVE,2021-01-01 00:11:20
498.5754970407231,States.ACTIVE,2021-01-01 00:11:30
443.415236334046,States.ACTIVE,2021-01-01 00:11:40
638.9645004132025,States.ACTIVE,2021-01-01 00:11:50
