rms,state,timestamp
279.2866108160898,States.IDLE,2021-01-01 00:00:00
271.87272476179726,States.IDLE,2021-01-01 00:00:10
280.9841454527332,States.IDLE,2021-01-01 00:00:20
316.62129185171113,States.IDLE,2021-01-01 00:00:30
275.6533826341063,States.IDLE,2021-01-01 00:00:40
110.37222766325965,States.IDLE,2021-01-01 00:00:50
89.99856817294082,States.IDLE,2021-01-01 00:01:00
374.2966603529435,States.IDLE,2021-01-01 00:01:10
274.00982207582064,States.IDLE,2021-01-01 00:01:20
215.84521481085017,States.IDLE,2021-01-01 00:01:30
205.41242615533434,States.IDLE,2021-01-01 00:01:40
132.7112894892923,States.IDLE,2021-01-01 00:01:50
269.2819755168063,States.IDLE,2021-01-01 00:02:00
232.7487547477179,States.IDLE,2021-01-01 00:02:10
150.698091095141,States.IDLE,2021-01-01 00:02:20
103.99877969748619,States.IDLE,2021-01-01 00:02:30
157.85505376782675,States.IDLE,2021-01-01 00:02:40
182.85066107253792,States.IDLE,2021-01-01 00:02:50
356.2617026240351,States.IDLE,2021-01-01 00:03:00
301.1247573310413,States.IDLE,2021-01-01 00:03:10
322.1197267292244,States.IDLE,2021-01-01 00:03:20
244.80435084179743,States.IDLE,2021-01-01 00:03:30
269.620328138718,States.IDLE,2021-01-01 00:03:40
121.89291992399706,States.IDLE,2021-01-01 00:03:50
350.21502655394056,States.IDLE,2021-01-01 00:04:00
294.82848552641644,States.IDLE,2021-01-01 00:04:10
168.76171719826092,States.IDLE,2021-01-01 00:04:20
183.30451401232042,States.IDLE,2021-01-01 00:04:30
184.77648284826668,States.IDLE,2021-01-01 00:04:40
307.0201900763171,States.IDLE,2021-01-01 00:04:50
379.84087218188716,States.IDLE,2021-01-01 00:05:00
240.94768392739007,States.IDLE,2021-01-01 00:05:10
238.1003985718668,States.IDLE,2021-01-01 00:05:20
351.1709652263196,States.IDLE,2021-01-01 00:05:30
208.5374307278435,States.IDLE,2021-01-01 00:05:40
136.23414275475105,States.IDLE,2021-01-01 00:05:50
167.01683749030417,States.IDLE,2021-01-01 00:06:00
276.87717875312717,States.IDLE,2021-01-01 00:06:10
374.6403806204713,States.ACTIVE,2021-01-01 00:06:20
330.7755037155463,States.ACTIVE,2021-01-01 00:06:30
454.6335943486994,States.ACTIVE,2021-01-01 00:06:40
454.6940490123034,States.ACTIVE,2021-01-01 00:06:50
552.9398034502834,States.ACTIVE,2021-01-01 00:07:00
545.3639113263753,States.ACTIVE,2021-01-01 00:07:10
635.7949251723211,States.ACTIVE,2021-01-01 00:07:20
464.4154370745775,States.ACTIVE,2021-01-01 00:07:30
392.5006157233938,States.ACTIVE,2021-01-01 00:07:40
370.27703402910765,States.ACTIVE,2021-01-01 00:07:50
467.1613455428516,States.ACTIVE,2021-01-01 00:08:00
584.7526504256489,States.ACTIVE,2021-01-01 00:08:10
498.6365223887513,States.ACTIVE,2021-01-01 00:08:20
580.4557851366674,States.ACTIVE,2021-01-01 00:08:30
487.30412246091964,States.ACTIVE,2021-01-01 00:08:40
363.3489089467633,States.ACTIVE,2021-01-01 00:08:50
649.0100087673337,States.ACTIVE,2021-01-01 00:09:00
514.3027434049856,States.ACTIVE,2021-01-01 00:09:10
552.8730964784731,States.ACTIVE,2021-01-01 00:09:20
496.19270634931445,States.ACTIVE,2021-01-01 00:09:30
433.03837707401874,States.ACTIVE,2021-01-01 00:09:40
424.11014250196405,States.ACTIVE,2021-01-01 00:09:50
388.217212941896,States.ACTIVE,2021-01-01 00:10:00
503.15889059217005,States.ACTIVE,2021-01-01 00:10:10
721.2914069308287,States.ACTIVE,2021-01-01 00:10:20
471.20181253575515,States.ACTIVE,2021-01-01 00:10:30
481.6233111806678,States.ACTIVE,2021-01-01 00:10:40
420.7999063748526,States.ACTIVE,2021-01-01 00:10:50
519.997256460634,States.ACTIVE,2021-01-01 00:11:00
475.5226191898346,States.ACTIVE,2021-01-01 00:11:10
431.71189754673435,States.ACTIVE,2021-01-01 00:11:20
403.6780053351162,States.ACTIVE,2021-01-01 00:11:30
451.8750601395013,States.ACTIVE,2021-01-01 00:11:40
613.6132500512557,States.ACTIVE,2021-01-01 00:11:50
732.6873106186594,States.ACTIVE,2021-01-01 00:12:00
523.4587021666346,States.ACTIVE,2021-01-01 00:12:10
516.0666446180674,States.ACTIVE,2021-01-01 00:12:20
513.0413814688139,States.ACTIVE,2021-01-01 00:12:30
444.66237330553884,States.ACTIVE,2021-01-01 00:12:40
444.82051886276264,States.ACTIVE,2021-01-01 00:12:50
529.2495136239098,States.ACTIVE,2021-01-01 00:13:00
405.0746715922516,States.ACTIVE,2021-01-01 00:13:10
449.0903917667061,States.ACTIVE,2021-01-01 00:13:20
579.1239739539461,States.ACTIVE,2021-01-01 00:13:30
630.6055022077501,States.ACTIVE,2021-01-01 00:13:40
500.9554234970282,States.ACTIVE,2021-01-01 00:13:50
432.2714938386116,States.ACTIVE,2021-01-01 00:14:00
491.3563453853683,States.ACTIVE,2021-01-01 00:14:10
