timestamp,state,rms,state_change,rms_smoothed
2021-01-01 00:00:00,IDLE,229.6721625231018,True,159.26889814817062
2021-01-01 00:00:01,IDLE,267.3138033324922,False,166.227806685275
2021-01-01 00:00:02,IDLE,265.31532375143433,False,160.5461052206943
2021-01-01 00:00:03,IDLE,31.264819316978024,False,141.7632139221717
2021-01-01 00:00:04,IDLE,131.9493166053499,False,136.7979349373623
2021-01-01 00:00:05,IDLE,93.80500528634926,False,132.43896637550776
2021-01-01 00:00:06,IDLE,99.5389737133935,False,132.91110054940268
2021-01-01 00:00:07,IDLE,174.56427611818899,False,137.5563551776862
2021-01-01 00:00:08,IDLE,279.94635898850294,False,137.5738402721273
2021-01-01 00:00:09,IDLE,50.730649946724235,False,119.7879149660947
2021-01-01 00:00:10,IDLE,65.45010096091369,False,110.637468201559
2021-01-01 00:00:11,IDLE,65.6927094061347,False,107.1376150428355
2021-01-01 00:00:12,IDLE,147.73597348461408,False,108.82036784424821
2021-01-01 00:00:13,IDLE,75.79104696547766,False,105.6367987989664
2021-01-01 00:00:14,IDLE,51.338776319715286,False,106.18538377745949
2021-01-01 00:00:15,IDLE,200.68063152006462,False,113.59243182486219
2021-01-01 00:00:16,IDLE,175.19605444944216,False,110.10926753219364
2021-01-01 00:00:17,IDLE,28.253687741067992,False,98.48712536947441
2021-01-01 00:00:18,IDLE,47.64331557119732,False,95.64753987715825
2021-01-01 00:00:19,IDLE,88.3005099051787,False,98.81079056404862
2021-01-01 00:00:20,IDLE,177.58715780372904,False,103.28833168901704
2021-01-01 00:00:21,IDLE,83.02108806277234,False,98.47494711062845
2021-01-01 00:00:22,IDLE,24.992540748927162,False,95.59403796626765
2021-01-01 00:00:23,IDLE,98.54765568919082,False,101.541710637982
2021-01-01 00:00:24,IDLE,196.6524163666729,False,107.86378413856059
2021-01-01 00:00:25,IDLE,65.0297899927202,False,103.08300947219168
2021-01-01 00:00:26,IDLE,64.36931325692314,False,103.06071691712089
2021-01-01 00:00:27,IDLE,201.19089957581187,False,107.87671018113535
2021-01-01 00:00:28,IDLE,48.56044624122951,False,101.02394303436786
2021-01-01 00:00:29,IDLE,124.05246694512068,False,100.73163553861549
2021-01-01 00:00:30,IDLE,50.69948426264068,False,97.52310280393637
2021-01-01 00:00:31,IDLE,3.7877721733734364,False,100.16977376194876
2021-01-01 00:00:32,IDLE,68.95805980645417,False,114.86882916164448
2021-01-01 00:00:33,IDLE,276.4420887563272,False,135.30893821411885
2021-01-01 00:00:34,IDLE,254.90153683741607,False,138.10061747923868
2021-01-01 00:00:35,IDLE,6.28378789059135,False,126.28656579828451
2021-01-01 00:00:36,IDLE,142.739115695959,False,129.47863133397988
2021-01-01 00:00:37,IDLE,50.19235219802582,False,131.0124987333082
2021-01-01 00:00:38,IDLE,199.35793292872071,False,142.65277044694437
2021-01-01 00:00:39,IDLE,49.51176699976691,False,147.20217035055273
2021-01-01 00:00:40,IDLE,299.14635907259327,False,163.96756782674464
2021-01-01 00:00:41,IDLE,242.50302339713417,False,163.82911672535994
2021-01-01 00:00:42,IDLE,188.3929354120171,False,153.85264448819362
2021-01-01 00:00:43,IDLE,109.11325654162098,False,139.55697511795125
2021-01-01 00:00:44,IDLE,4.824637911811223,False,129.06823436579896
2021-01-01 00:00:45,IDLE,299.43697835258826,False,134.11591705578365
2021-01-01 00:00:46,IDLE,66.8350095563609,False,118.49051811003304
2021-01-01 00:00:47,IDLE,7.311797155166101,False,109.32454143564263
2021-01-01 00:00:48,IDLE,39.283919767237805,False,112.91506277701014
2021-01-01 00:00:49,IDLE,247.08557273822453,False,125.71301733005244
2021-01-01 00:00:50,IDLE,181.2449795545081,False,123.33356661719083
2021-01-01 00:00:51,IDLE,20.213534983659954,False,113.71240478837792
2021-01-01 00:00:52,IDLE,92.674306470946,False,115.78309730141274
2021-01-01 00:00:53,IDLE,206.993128613321,False,120.74349978602639
2021-01-01 00:00:54,IDLE,3.641019616479466,False,114.91855160925402
2021-01-01 00:00:55,IDLE,168.2780380372527,False,123.00864538215633
2021-01-01 00:00:56,IDLE,216.99987241184184,False,125.43788842849092
2021-01-01 00:00:57,IDLE,7.625885947099791,False,116.41748099006729
2021-01-01 00:00:58,IDLE,237.86947473986191,False,121.00125385367632
2021-01-01 00:00:59,IDLE,39.97921130120938,False,110.97087984421566
2021-01-01 00:01:00,IDLE,101.66182468679469,False,109.8178778267711
